"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes","xG","poss.number","def.number"
166,"10","GK","ENG","Bardsley","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,"10","GK","ENG","Bardsley","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,"10","D","ENG","Houghton","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"11","D","ENG","Houghton","passes.f.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,"11","M","ENG","Nobbs","passes.s",NA,NA,NA,"M","BOS","Hadzic","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,"11","F","BOS","Alisa Spahic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,"11","F","BOS","Alisa Spahic","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,"11","M","BOS","Hadzic","dispossessed",NA,NA,NA,"M","ENG","Nobbs","tackles.ball",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA
173,"11","-",NA,NA,"playcutoffbybroadcast",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,"11","D","ENG","Stokes","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,"11","M","ENG","Davison","movement",NA,NA,NA,"M","BOS","Seslija","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,"11","M","ENG","Davison","take.on.won",NA,NA,NA,"M","BOS","Nikolic","dribbled.tackles.missed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,"11","M","ENG","Davison","lost.touch",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,"11","M","ENG","Davison","dispossessed",NA,NA,NA,"M","BOS","Aleksic","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,"11","M","BOS","Radeljic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"11","M","BOS","Radeljic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
181,"11","D","ENG","Turner","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,"11","M","ENG","Nobbs","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,"11","D","ENG","Houghton","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"12","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,"12","D","ENG","Stokes","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,"12","M","ENG","Davison","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,"12","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"12","M","ENG","Nobbs","passes.f.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,"12","F","ENG","Christiansen","passes.f",NA,NA,NA,"D","BOS","Dijakovic","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,"12","M","BOS","Seslija","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,"12","M","BOS","Seslija","passes.f",NA,NA,NA,"M","ENG","Bassett","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,"12","M","ENG","Bassett","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,"12","M","ENG","Bassett","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,"12","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,"12","M","ENG","Nobbs","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"12","D","ENG","Houghton","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,"12","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,"12","M","ENG","Bassett","passes.b.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,"12","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,"12","M","ENG","Clarke","take.on.won",NA,NA,NA,"D","BOS","Kulis","dribbled.turned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,"12","M","ENG","Clarke","shots.stopped.by.gk",NA,NA,NA,"GK","BOS","Hodzic","gk.s.o.g.stop",NA,"caught","standing",NA,NA,NA,NA,NA,NA,NA
201,"12","-",NA,NA,NA,NA,NA,NA,"M","BOS","Hadzic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,"13","GK","BOS","Hodzic","passes.f.c",NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,"13","-",NA,NA,NA,NA,NA,"goal.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,"13","M","BOS","Seslija","passes.f",NA,NA,"headed","D","ENG","Stokes","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,"13","D","ENG","Stoney","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,"13","D","ENG","Stoney","passes.b.c",NA,NA,NA,"M","BOS","Seslija","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,"13","-",NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,"13","GK","ENG","Bardsley","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,"13","D","ENG","Houghton","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"13","D","ENG","Houghton","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,"13","D","ENG","Houghton","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,"13","M","ENG","Bassett","passes.f",NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
211,"13","D","BOS","Dijakovic","passes.f.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"13","F","BOS","Alisa Spahic","dispossessed",NA,NA,NA,"D","ENG","Stokes","challenged",NA,NA,NA,"fouls.won",NA,"fouls.conceded","fc",NA,NA,NA
213,"14","D","BOS","M Hasanbegovic","passes.f",NA,NA,"free.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,"14","-",NA,NA,NA,NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"14","D","ENG","Stoney","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,"14","D","ENG","Stoney","passes.f.c",NA,NA,"headed","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,"14","D","ENG","Stokes","passes.f",NA,NA,NA,"M","BOS","Seslija","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,"14","-",NA,NA,NA,NA,NA,NA,"D","BOS","Dijakovic","interceptions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,"14","D","BOS","Dijakovic","passes.f",NA,NA,NA,"M","ENG","Davison","pressured",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
217,"14","-",NA,NA,NA,NA,NA,NA,"F","ENG","Christiansen","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,"14","D","ENG","Stokes","passes.b.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,"14","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,"14","D","ENG","Houghton","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,"14","D","ENG","Houghton","passes.f",NA,NA,NA,"M","BOS","Seslija","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,"14","D","ENG","Houghton","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,"14","D","ENG","Houghton","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,"14","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,"14","M","ENG","Bassett","passes.s.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,"14","D","ENG","Houghton","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,"15","M","ENG","Nobbs","passes.f.c",NA,NA,NA,"D","BOS","Kulis","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,"15","M","ENG","Clarke","passes.s",NA,NA,"corner.crosses","D","BOS","M Hasanbegovic","pressured",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
229,"15","GK","BOS","Hodzic","passes.f",NA,NA,"goal.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,"15","-",NA,NA,NA,NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,"15","D","BOS","Kulis","aerial.lost",NA,NA,NA,"M","ENG","Clarke","aerial.won",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"15","M","BOS","Aleksic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"15","M","BOS","Aleksic","lost.touch",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"15","F","ENG","Christiansen","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"15","F","ENG","Christiansen","passes.s.c",NA,NA,NA,"M","BOS","Nikolic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,"15","M","ENG","Bassett","dispossessed",NA,NA,NA,"M","BOS","Seslija","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,"15","M","ENG","Bassett","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,"15","M","ENG","Bassett","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"15","M","ENG","Davison","passes.b.c",NA,NA,NA,"D","BOS","Dijakovic","challenged",NA,NA,NA,"fouls.won",NA,"fouls.conceded","fc",NA,NA,NA
239,"16","F","ENG","Christiansen","passes.f.c",NA,NA,"free.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,"16","M","ENG","Bassett","passes.b.c",NA,NA,NA,"D","BOS","Kulis","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,"16","M","ENG","Nobbs","passes.f.c",NA,NA,NA,"M","BOS","Seslija","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,"16","-",NA,NA,NA,NA,NA,NA,"M","BOS","Radeljic","clearances",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA
242,"16","D","ENG","Turner","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,"16","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,"16","M","ENG","Nobbs","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,"16","M","ENG","Nobbs","passes.b.c",NA,NA,NA,"M","BOS","Hadzic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,"16","M","ENG","Bassett","passes.s.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,"16","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,"16","F","ENG","Aluko","passes.s.c",NA,NA,NA,"D","BOS","Amira Spahic","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,"16","D","ENG","Turner","passes.f.c",NA,NA,NA,"D","BOS","Kulis","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,"16","-",NA,NA,NA,NA,NA,NA,"D","BOS","Amira Spahic","clearances",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,"17","F","ENG","Christiansen","passes.s",NA,NA,"corner.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,"17","-",NA,NA,NA,NA,NA,"corner.crosses","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,"17","-",NA,NA,NA,NA,NA,NA,"GK","BOS","Hodzic","gk.high.balls.won",NA,"caught",NA,NA,NA,NA,NA,NA,NA,NA
251,"18","GK","BOS","Hodzic","passes.f",NA,NA,"gk.drop.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,"18","-",NA,NA,NA,NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,"18","D","ENG","Stoney","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,"18","D","ENG","Stoney","passes.f.c",NA,NA,NA,"M","BOS","Seslija","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,"18","D","ENG","Stokes","aerial.won",NA,NA,NA,"D","BOS","Dijakovic","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,"18","M","BOS","Nikolic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,"18","M","BOS","Nikolic","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,"18","D","BOS","Dijakovic","passes.f",NA,NA,NA,"F","ENG","Aluko","pressured",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
258,"18","D","ENG","Stokes","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,"18","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,"18","M","ENG","Bassett","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,"18","M","ENG","Bassett","passes.s.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,"18","D","ENG","Houghton","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,"18","M","ENG","Davison","take.on.won",NA,NA,NA,"M","BOS","Hadzic","dribbled.tackles.missed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,"18","M","ENG","Davison","dispossessed",NA,NA,NA,"D","BOS","Kulis","challenged",NA,NA,NA,"fouls.won",NA,"fouls.conceded","fc",NA,NA,NA
265,"19","F","ENG","Christiansen","passes.f",NA,NA,"corner.crosses","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,"19","-",NA,NA,NA,NA,NA,"free.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"19","D","BOS","Dijakovic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,"19","D","BOS","Dijakovic","dispossessed",NA,NA,NA,"M","ENG","Bassett","tackles.ball",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,"19","D","ENG","Houghton","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,"19","D","ENG","Houghton","lost.touch",NA,NA,NA,"D","BOS","M Hasanbegovic","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,"19","D","BOS","Dijakovic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,"19","D","BOS","Dijakovic","clearances",NA,NA,NA,"D","ENG","Stoney","pressured",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
272,"19","D","ENG","Stokes","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,"19","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,"19","D","ENG","Turner","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,"19","M","ENG","Nobbs","passes.b.c",NA,NA,NA,"M","BOS","Hadzic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,"19","M","ENG","Davison","take.on.won",NA,NA,NA,"M","BOS","Hadzic","dribbled.tackles.missed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,"19","M","ENG","Davison","take.on.won",NA,NA,NA,"D","BOS","Kulis","dribbled.tackles.missed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,"20","M","ENG","Davison","passes.s.c",NA,NA,NA,"M","BOS","Hadzic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,"20","M","ENG","Nobbs","passes.s",NA,NA,"corner.crosses","M","BOS","Radeljic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,"20","-",NA,NA,NA,NA,NA,NA,"GK","BOS","Hodzic","gk.high.balls.won",NA,"caught",NA,NA,NA,NA,NA,NA,NA,NA
280,"20","GK","BOS","Hodzic","passes.f",NA,NA,"gk.drop.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,"20","M","ENG","Bassett","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,"20","M","ENG","Bassett","dispossessed",NA,NA,NA,"M","BOS","Seslija","challenged",NA,NA,NA,"fouls.won",NA,"fouls.conceded","fc",NA,NA,NA
282,"20","-",NA,NA,"playcutoffbybroadcast",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,"20","D","ENG","Stoney","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,"20","D","ENG","Houghton","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,"20","F","ENG","Christiansen","passes.f.c",NA,NA,NA,"D","BOS","Kulis","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,"20","M","ENG","Nobbs","passes.f.c",NA,NA,NA,"M","BOS","Aleksic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,"20","F","ENG","Aluko","shots.missed",NA,NA,NA,"GK","BOS","Hodzic","gk.shot.miss",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
288,"20","GK","BOS","Hodzic","passes.f.c",NA,NA,"goal.kick","D","BOS","M Hasanbegovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,"20","-",NA,NA,NA,NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,"21","M","BOS","Hadzic","passes.f",NA,NA,"headed","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,"21","D","ENG","Houghton","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,"21","D","ENG","Houghton","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,"21","D","ENG","Stokes","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,"21","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,"21","D","ENG","Houghton","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,"21","D","ENG","Houghton","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,"21","M","ENG","Davison","passes.f.c",NA,NA,NA,"M","BOS","Aleksic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,"21","F","ENG","Christiansen","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,"21","F","ENG","Aluko","passes.f",NA,NA,NA,"D","BOS","M Hasanbegovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,"21","M","BOS","Radeljic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,"21","M","BOS","Radeljic","passes.f",NA,NA,NA,"D","ENG","Turner","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,"21","M","BOS","Hadzic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,"21","M","BOS","Hadzic","passes.f",NA,NA,NA,"M","ENG","Bassett","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,"21","-",NA,NA,NA,NA,NA,NA,"F","ENG","Christiansen","interceptions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,"21","F","ENG","Christiansen","passes.b.c",NA,NA,NA,"D","BOS","Kulis","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,"21","M","ENG","Nobbs","passes.b.c",NA,NA,NA,"D","BOS","Kulis","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"21","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,"22","D","ENG","Stokes","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,"22","D","ENG","Stokes","take.on.won",NA,NA,NA,"M","BOS","Seslija","dribbled.tackles.missed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"22","D","ENG","Stokes","passes.s.c",NA,NA,NA,"D","BOS","Dijakovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,"22","M","ENG","Clarke","dispossessed",NA,NA,NA,"M","BOS","Nikolic","dispossessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,"22","M","BOS","Nikolic","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,"22","M","BOS","Nikolic","passes.f",NA,NA,NA,"D","ENG","Stokes","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,"22","GK","ENG","Bardsley","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,"22","GK","ENG","Bardsley","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,"22","D","ENG","Houghton","passes.f",NA,NA,"launch","GK","BOS","Hodzic","gk.high.balls.won",NA,"caught",NA,NA,NA,NA,NA,NA,NA,NA
315,"22","GK","BOS","Hodzic","passes.f.c",NA,NA,"gk.drop.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,"22","-",NA,NA,NA,NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,"22","F","BOS","Alisa Spahic","aerial.won",NA,NA,NA,"F","ENG","Christiansen","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,"22","D","ENG","Stokes","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,"22","D","ENG","Stokes","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,"22","D","ENG","Houghton","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"22","M","ENG","Nobbs","passes.f",NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
321,"23","GK","BOS","Hodzic","passes.f",NA,NA,"goal.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,"23","-",NA,NA,NA,NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,"23","M","ENG","Nobbs","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,"23","M","ENG","Nobbs","passes.f",NA,NA,"headed","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"23","M","ENG","Davison","aerial.lost",NA,NA,NA,"D","BOS","Kulis","aerial.lost",NA,NA,NA,"fouls.conceded",NA,"fouls.won","fw",NA,NA,NA
325,"23","D","BOS","Amira Spahic","passes.f",NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
